req_text;profession
Sou aluna do curso de Pós graduação Pediatria e Saúde da Criança da PUC-RS, 3º semestre. Minha tese tem como título:Impacto em custo-benefício do fornecimento gratuito de medicações para asma na população pediátrica.O objetivo principal deste estudo é verificar o impacto na redução das hospitalizações e tempo de hospitalização a partir da disponibilização gratuita de medicamentos para asma na população pediátrica de 1 a 19 anos de idade. Os objetivos secundários incluem avaliar o custo da doença – asma – no período antes e após instituição do programa de distribuição gratuita de medicamentos na população pediátrica e relacionar o número total de internações por asma e tempo de internação com custos e estratificar por idade e por região do país.Para a minha tese faz-se necessário obter os gastos do Ministério da Saúde com pagamentos anuais da beclometasona inalatória para cada ano de 2012 a 2017.;private
Prezado (a) com o intuito de melhoria constante, nos processos destinados à educação a distância, convidamos-lhe a participar da pesquisa referenciando os processos na EaD. A tempo de resposta é estimado em apenas 2 (dois) minutos e a sua participação é muito importante. A instituição possui quantos cursos em ensino a distância? A instituição possui quantos alunos ativos em EaD? Quais são as fontes de fomento para o ensino a distância na instituição? O nome e a solidez da instituição refletem segurança ao aluno sendo estes pontos fortes para a educação a distância? A falta de investimento, nas IPES, em tecnologia é um ponto fraco para a educação a distância? Recuperação, reforço e reposição de aulas podem ser oportunidades contra a evasão na educação a distância? Em geral a infraestrutura dos polos de apoio são oportunidades de melhoria? O planejamento dos estudos, pelos alunos, na educação a distância, é um ponto fraco no processo de aprendizagem? A falta de recurso tecnológico é uma ameaça ao processo de ensino e aprendizagem? Os cursos voltados as áreas de tecnologia possuem maior procura e maior probabilidade de aproveitamento no mercado de trabalho? O número de alunos evadidos pode refletir em redução nos valores de fomento? A falta de gerência, pela IPE nos polos de apoio, pode ser um risco para o sucesso do processo de ensino aprendizagem? O crescimento vertiginoso desta modalidade pode resultar na oferta de cursos que trazem dúvidas quanto a sua qualidade no processo da EaD, a exemplo o curso de enfermagem? Você acredita que devido à pouca maturidade da EaD os processos de gestão orçamentária e custeio não são claros? Na falta de aportes financeiros pela CAPES a EaD, nas IPES, estará comprometida? A falta de investimento em material permanente, pelo órgão de fomento ou pela instituição, pode ser um risco à queda de qualidade no processo da EaD? Obrigado.;government
Gostaria dos volumes de vendas de 2017 e 2018 dos óleos combustíveis marítimos (bunkers) do Brasil por produto, tanto o residual ( Produtos: Marine Fuel, IFO 180 cSt, IFO 380 cSt, IFO 500 cSt, IFO 700 cSt e etc) e o destilado (Produtos: MGO, Diesel Marítimo) .;academic
Solicito informação dos e-mails das empresas que fizeram down load dos editais de pregões eletrônicos, registro de preços, concorrências e tomada de preços deste órgão, no ano de 2016. Tal documento chama-se termo de retirada de editais, que pode ser acessado, no sistema Compras Governamentais, por meio do seguinte passo: SIASGWEB, depois SIDEC, depois AVISO, depois CONSULTA TERMO DE RETIRADA DE EDITAL. Destaco que tais informações não têm caráter pessoal, não geram trabalhos adicionais e não estão classificadas como restritas, sendo de livre acesso a qualquer pessoa, nos termos do princípio constitucional da publicidade. Quanto a esse pleito a CGU já se manifestou por diversas vezes garantindo o direito do requerente a tais informações, como comprovado pelos pareceres em anexo. Solicito que, se possível, as informações venham em word ou Excel.;academic
Sou estagiária da Federação das Indústrias do Estado do Rio de Janeiro (FIRJAN) e estamos realizando um estudo sobre a Qualidade do Serviço de Energia no Brasil, e gostaria de ter acesso aos dados de Tempo de Atendimento às Ocorrências Emergenciais de forma unificada, no site da ANEEL só consigo acesso à esses dados por distribuidora ou permissionária por mês, o que torna o trabalho muito lento, uma vez que tenho que verificar os dados de cada permissionária/concessionária mês a mês a partir de 2009 à nível Brasil. Os dados que solicito são os seguintes : Tempo Médio de Preparação (TMP) Tempo Médio de Deslocamento (TMD) Tempo Médio de Execução (TME) Número de Ocorrências Emergenciais (NUMOCORR) Número de Ocorrências Emergenciais com Interrupção de Energia Elétrica (NIE). Gostaria de ter acesso a esses dados a partir do ano de 2009, até julho de 2017. Att, Ana Carolina Alves de Mello;academic
Considerando a Lei nº 12.527/2011 - Acesso à Informação, solicito em gentileza o fornecimento em pdf dos documentos: PPRA, PCMSO e MAPA de Risco Biológico.;government
Prezados senhores, Por motivo de pesquisa acadêmica relacionada à atuaç?ão do Brasil no Atlântico Sul, gostaria de solicitar os expedientes listados abaixo: despachos telegráficos da embaixada do Brasil em Rabat para a SERE de 1 de janeiro de 2013 até 31 de dezembro de 2016 telegramas da embaixada do Brasil em Rabat para a SERE de 1 de janeiro de 2013 até 31 de dezembro de 2016 Gostaria de solicitar os expedientes listados acima que façam referência no índice e ou no resumo a um ou mais dos seguintes termos: ZPCAS ZOPACAS Atlântico Sul ?Agradeço desde já pela atenção Cordialmente?;academic
Prezados responsáveis, boa tarde! Solicito algumas informações para completar um estudo que estou fazendo. Gostaria que me informassem: Nome Formação Nível de escolaridade Dos servidores ocupantes do cargo de auditor, previsto na lei 11.091/2005, junto a esta instituição. Desde já grata. Cordialmente,;government
Boa tarde. Gostaria de saber se o concurso do edital 02/2013, cujo prazo era até janeiro desse ano, foi prorrogado. E, tendo sido, qual a expectativa para novas convocações. A agência para a qual concorri foi a de Quixadá/CE, que só possuía previsão para 1 vaga. Obrigado.;government
Venho por meio deste solicitar a ementa e o histórico do curso de Serviço Social Bacharelado para fins de matrícula e aproveitamento de estudos visto que estarei realizando minha matrícula em outro curso de nível superior que terá início no próximo mês. Informo ainda que minha turma foi de 1996 a 2000. Vale ressaltar, que tal solicitação se justifica pelo fato de residir em um município distante 412 km de Cuiabá e trabalhar em regime de plantão (HRS) fatos que impossibilitam meu deslocamento até a capital para realizar a solicitação in loco. Frente ao exposto, me coloco a disposição para eventuais esclarecimentos podendo ser contata através do e-mail : celma_anjo@hotmail.com ou nos números 66- 99656-3338 e 66-3545-6104. Sem mais para o momento agradeço. Atenciosamente, Celma Maria de Moraes;government
Solicito relação NOMINAL dos candidatos referente ao Processo Seletivo Extramacro 2018 - Edital nº 65 de 2018 - Portador de diploma - Curso Arquivologia noturno. Cuja prova prevista para 14/10/2018.;government
SOLICITO O EDITAL, ATA E CONTRATO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS CONTINUADOS NA ÁREA DE TECNOLOGIA DA INFORMAÇÃO PARA SUPORTE TÉCNICO A USUÁRIOS E SUSTENTAÇÃO DA INFRAESTRUTURA TECNOLÓGICA DO IPHAN. NUMERO DO CONTRATO 002/2015 EMPRESA CONTRATADA IOS;academic
Realizo para o INCT de Mudanças Climáticas um levantamento de infraestruturas na Amazônia Legal desde a década de 50, ano-a-ano para compreender com detalhes a evolução da ocupação do território e serviços oferecidos a população. Permitirá ainda, planejar e integrar futuras instalações e minimizar os impactos negativos a biodiversidade, clima e à população.;private
Solicito informação da remuneração de um servidor público federal recém investido no cargo de técnico em Ciências sociais/Antropologia e remuneração atualizada depois do estágio probatório com qualificação profissional nível de mestrado.;academic
boa tarde, cordiais saudações para um 2018 de prosperidade! O Mulheres do Brasil é um grupo de mulheres criado em outubro de 2013 com o objetivo de discutir temas ligados ao Brasil. Ele é composto por mulheres de vários segmentos que têm, em comum, o propósito de serem protagonistas na construção de um país melhor. Tem uma agenda propositiva com planos de ação para pensar e agir pensando no todo, por um país melhor. O grupo não tem partido, apenas levanta a bandeira de uma causa: o Brasil. Para nos conhecer melhor acesse http://grupomulheresdobrasil.com.br. Temos representação em diversos Estados da Federação e grupos para tratar temas específicos e, dentre eles a questão de gênero. Neste sentido, solicitamos informações acerca de projetos, programas, comitês e outras atividades com foco na igualdade de gênero que vossas senhorias estejam planejamento, executando, monitorando no âmbito da vossa instituição. grata pela atenção dispensada no aguardo atenciosamente Mônica Ferreira Dia;private
Solicito informação pública e não sigilosa referente ao processo 850.158/2018 se o mesmo interfere com área prioritária pela área de servidão da linha de transmissão de energia LT CC 800 KV XINGU/ESTREITO.;private
Oi. Não sei se esté é o órgão certo, mas não achei DENATRAN no sistema, então vai aqui mesmo. Preciso de uma tabela completa de emissão de CO2 e poluentes por veículo (automóvel de passeio e motocicletas) registrado no Brasil, de cordo com os modelos e montadoras. Desde já agradeço. At,;academic
NECESSITO DA 2° VIA DO MEU CERTIFICADO RESERVISTA. TENDO EM VISTA QUE PROCUREI A JUNTA MILITAR DA MINHA CIDADE PAR TAL NÃO OBTENDO SUCESSO, POIS ELES NÃO CONSEGUIRAM LOCALIZAR EM SEU PROPRIO SISTEMA MEU CERTIFICADO. COMO SE EU NÃO TIVESSE ME ALISTADO EM MOMENTO ALGUM EM QUAISQUER JUNTA MILITAR. MAS EU ME ALISTEI NESTE INCRIVEL INSTITUIÇÃO ONDE GOSTARIA DE TER SEGUIDO CARREIRA, MAIS INFELIZMENTE NÃO FOI POSSÍVEL POR EXCESSO CONDIGENTE. SE TENHO 34 ANOS DEVO TER ME ALISTADO POR VOLTA DE 1999 OU 2000. AGUARDO RETORNO ANSIOSO POIS É DE MUITO URGENCIA PEDIDO. DESDE JA AGRADEÇO;private
Gostaria de ser informado sobre a quantidade de vagas em aberto (a serem preenchidas pelo concurso público de 2016) para o cargo de Técnico em Assuntos Educacionais, nível D, no campus de Arapiraca. Gostaria de saber também se existe previsão para a convocação desse cargo.;government
Bom dia. Solicito informação se todos os 22 aprovados para o cargo assistente em administração, Edital 118 2018, ampla concorrência, forma nomeados ou quantos aprovados estão aguardando nomeação. Aguardo retorno.;private
Estou realizando uma pesquisa sobre os Grupos de Pesquisas das instituições de ensino. Para tanto solicito as seguintes informações: 1-Ano de Criação do Grupo de Pesquisa correspondente? 2- Documento (Resolução, Portaria, entre outros) que institucionaliza esse Grupo de Pesquisa na instituição. Solicito envio de documento em anexo.;academic
Peço que me informe , segundo a decisão da DIRETORIA EXECUTIVA na reunião ordinária 1708°, realizada em 20 de dezembro de 2017 , qual o conteúdo programático do curso de formação da guarda portuária e qual a instituição definida para a realização desta etapa, curso de formação da guarda portuária.;private
Prezados, Solicito acesso aos documentos protocolados pela Refinaria Atlântico Sul Sergipe (RASS) cujo número do processo ANP é 48610.011386/2006-27. Favor também informar se é possível acessar esses documentos pelo site da ANP. Tentei acessar pelo ANP-SIDWEB, não sei se é este o sistema, mas foi solicitado o certificado e-CNPJ. Desde já agradeço a atenção.;private
Boa tarde, Solicito, por gentileza, o Quadro de referência dos Servidores Técnicos Administrativos da Universidade Federal de Santa Catarina, contendo o número de vagas preenchidas e não preenchidas e os respectivos cargos. Agradeço a atenção dispensada. Atenciosamente, Tiago Trindade.;government
Boa tarde, gostaria de saber da disponibilidade de código de vaga cargo psicólogo para redistribuição de servidor público federal.;government
Sou Lusia Mary Rolemberg Menacho, professora efetiva do Instituto Federal de Educação, Ciência e Tecnologia da Paraíba (IFPB)- Campus Guarabira. Estou desenvolvendo pesquisa de doutoramento no Programa de Pós-Graduação em Educação da UFRN (Matrícula Nº 2016106186 comprovada em anexo) sob a orientação da Profª. Drª. Maria da Conceição Passeggi. O objeto de nossa pesquisa são as representações identitárias de professoras da Rede Federal. Para realização da etapa exploratória da pesquisa estamos elaborando a cartografia de alguns aspectos do universo docente da Rede Federal. Com este motivo, venho solicitar a seguinte informação de cada professor EBTT da Escola de Aplicação da Universidade Federal do Pará: DATA DE INGRESSO NA INSTITUIÇÃO, SEXO, TITULAÇÃO, SE RECEBE O BENEFÍCIO DE RECONHECIMENTO DE SABERES E COMPETÊNCIAS (RSC) E QUAL NÍVEL (I, II ou II). Para atender os parâmetros de analises da pesquisa é necessário que os dados solicitados estejam relacionados a cada professor. No intuito de colaborar com a sistematização da informação, envio em anexo um quadro modelo para apresentação da informação solicitada com um exemplo. Agradeço antecipadamente.;academic
Prezados Analisando o organograma do MTur, após a reestruturação, solicito as seguintes informações por cada secretaria (Secretaria Nacional de Estruturação de Turismo e Secretaria Nacional de Qualificação e Promoção do Turismo): - Atividades executadas por cada servidor, identificando a área de lotação (coordenação) e nome da pessoa que o executa, - Identificar se a pessoa é DAS/cargo efetivo/terceirizado, - Quantidade de relatórios, notas técnicas, ofícios, análises, entre outros, por servidor, conforme regimento interno. Atenciosamente...;government
Boa noite, tudo bem? Meu nome é Jean Henrique, sou mestre em Ciência da Computação pela Universidade Federal de Viçosa (UFV) e estou interessando em saber sobre código de vaga disponível nesta instituição. Fiquei classificado em um concurso que fiz no IFNMG – Instituto Federal do Norte de Minas Gerais para a área de atuação “Ciência da Computação: Metodologia e Técnicas da Computação” (Edital Nº 191/2016 – disponível em http://www.ifnmg.edu.br/professor-efetivo/11466-professor-efetivo-edital-n-191-2016-ifnmg). Gostaria de saber se vocês estão precisando de Docentes para esta área e tem o código de vaga disponível, pois eu tenho interesse em um possível aproveitamento. Obrigado Abraços! Att. Jean Henrique;private
Solicito o Certificado Internacional de Vacinação ou Profilaxia (CIVP) para comprovar que tomei a vacinação febre amarela e/ou outras doenças, para que eu possa solicitar visto de trabalho para Arábia Saudita.;private
Colei grau em Direito, no Campus do Pantanal (UFMS-CPAN), no ano de 2010. Ao requerer minha inscrição na OAB/RJ, solicitaram o diploma com firma reconhecida de quem o emitiu. Gostaria de saber como faço, em qual cartório existe firma reconhecida, se é feito na própria universidade e se o atendimento é realizado em quais dias e em que horário, uma vez que resido no Rio de Janeiro e se tiver que ir a Campo Grande para fazer esse reconhecimento de firma, eu perca o menor tempo possível. Segue em anexo fotos do certificado, de modo que facilite a identificação de quem o outrogou. No aguardo, Anderson Tavares.;government
Prezado(a) Sr(a) Sou estudante do curso de Arquitetura e Urbanismo da UFV. Estou iniciando a elaboração de um exercício de vivência cuja temática aborda, dentre outras questões, a acessibilidade urbana. Para isso, preciso da informação sobre o número de servidores (técnicos e docentes) com algum tipo declarado de deficiência (auditiva, visual, intelectual e física) do campus UFV-Viçosa. Gostaria, assim, de checar se a Pro-Reitoria de Gestao de Pessoas possui esses dados sistematizados. Caso positivo, você poderia me enviar esses dados, por favor? Lembrando que não necessito de nomes nem dados pessoais, apenas do quantitativo dos servidores com algum tipo declarado de deficiência no campus. Desde já agradeço a atenção!;academic
Sou doutorando em geografia da Universidade Federal de Minas Gerais e estou trabalhando em uma pesquisa pretende fazer uma leitura sobre o uso das forças armadas no auxílio às prefeituras durante os processos eleitorais. Para tanto preciso de alguns dados importantes. Gostaria de saber quais as cidades auxiliadas, em ambos os turnos, entre 2002 e 2016, e o efetivo auxiliar empregado em cada cidade. Existe também algum lugar onde eu poderia acessar os pedidos de solicitação? Para saber os motivos específicos? Grato.;academic
PORQUE O NOME DA MINHA MÃE NÃO CONFERE ? - JOSEFA TEREZA DA SILVA SANTOS;private
Prezados, boa tarde Solicitamos respeitosamente maiores esclarecimentos sobre à ITS abaixo. A mesma encontra-se deferida desde o dia 20/05/2019, porém ainda não consta atualizado no Mapa da Certificação Digital: Processo nº 00100.004532/2019-14 Nome da ITS: CENTRO - VALDO NUNES VIEIRA Endereço: AV VALDO NUNES VIEIRA, 386 SALA 2, 386, SALA 2, CENTRO, 9995000, TAPEJARA/RS De acordo com a Instrução Normativa n° 12. Art. 3º Após o carregamento inicial, a manutenção dos dados que compõem o Mapa será realizada pelo ITI, em procedimento subsequente aos deferimentos de credenciamento ou manutenção de credenciamento das Instalações Técnicas e Instalações Técnicas Secundárias de AR. Parágrafo único. Os novos endereços de IT e ITS de AR serão atualizados até o quinto dia útil seguinte ao deferimento do seu credenciamento ou manutenção de credenciamento. Poderiam verificar por favor? Agradecemos desde já.;private
Solicito a relação atualizada dos cargos ocupados, assim como dos vagos vinculados ao Ministério do Esporte.;government
Prezados, Gostaria de pedir dados desagregados do PDE para utilizar em minha dissertaçaão de mestrado. Peço os dados utilizados na elaboraçaão dos gráficos 23: Acréscimo de capacidade instalada térmica, e 25: Acréscimo de capacidade instalada de eólica, PCH, biomassa e solar, pg. 89 e 91 do PDE. IMPORTANTE: preciso desses dados por ano (ano em que começa efetivamente o fornecimento de energia para o SIN), como consta nos gráficos, e TOTALMENTE DESAGREGADOS POR FONTE, ou seja, para cada tipo de térmica (classificada por combustível, tal como carvaão, urânio, gás, óleo, etc...) e também para cada tipo de renovável (biomassa, eólica onshore, eólica offshore se houver, solar PV, solar CSP se houver, etc...). Muito obrigado, Renato;academic
Olá, Gostaria de ser informado se existe normativa do Ministério da Educação que estipula que um curso superior ofertado no noturno pode ser ter disciplinas ofertadas ao sábados pela manhã. Essa informação é necessária, pois, não há na universidade onde atuo uma orientação nesse sentido. Att.;academic
"Olá, Busco uma informação sobre os pregões eletrônicos que não estou conseguindo encontrar na API do ComprasNet. Para cada pregão eletrônico, eu estou procurando informações sobre: 1) o 'time stamp' em que o pregão foi anunciado, 2) o 'time stamp"" em que a janela foi aberta, 3) o 'time stamp' em que a janela fechou, 4) para cada empresa que participou do pregão: 4.1) seus respectivos CNPJs, 4.2) o valor dos seus lances dados e o time stamp de cada lance, 5) a empresa vencedora daquele pregão, 6) estado e município da unidade compradora. Cobertura dos dados 1) janeiro de 2007 e dezembro de 2010, se disponsível, 2) entre janeiro de 2011 e dezembro de 2014 Agradeceria se pudessem me enviar ou esses dados ou uma orientação de como captura-los na API, pois não consegui encontra-los lá. A ideia é fazer um exercício parecido com o paper anexo. Obrigado";government
A Instituição tem Código de vaga, nível D ( técnico de Laboratório/ Ciências da natureza), objetivando uma possível redistribuição?;government
Olá, gostaria de saber a data de publicação, no Diário Oficial da União, das duas últimas aposentadorias do cargo de Agente Administrativo do Ministério do Trabalho e Emprego(agora MTPS) em Goiânia no estado de Goiás.;academic
Prezado Gestor, estou fazendo uma monografia sobre o programa minha casa minha vida e preciso dessa informação. Meu estudo é sobre a influência do programa minha casa minha vida no aumento do metro quadrado dos imóveis no Brasil. Por isso, preciso dos dados desde a criação do programa em 2009 até a presente data detalhado por ano. Desde já agradeço.;private
Solicito informações sobre a biblioteca do órgão, quantidade de pessoas alocadas no setor, quantidade de pessoas com licença médica, requisitadas a outros órgãos e cedidas a outros setores, quantidade de itens no acervo, serviços prestados pela biblioteca, quantidade de orçamento destinado á biblioteca no último ano, formação da chefia, informações sobre o gerenciamento do catálogo da biblioteca (se dispõe de software para gestão do acervo), data de fundação da biblioteca e portaria ou outro instrumento que garante o funcionamento da biblioteca.;government
ompareci no 10 Batalhão de Policia Militar do Estado do Rio de Janeiro para solicitar a segunda via do B.O. PMRJ nº 1612856. Falei com a Subtenente Fran só que até o momento não consegui a segunda via para ação judicial. Solicito providencia referente a segunda via do BO PMRJ supracitado com base na Lei nº12.527. Me passaram um telefone o qual não consigo contato só chama (24) 24454511. Atenciosamente, Rafael da Silva Ferreira;private
Por favor, gostaria de saber se de 1988 a 1997 houve alguma manifestação do Conselho Nacional de Educação (CNE) referente à educação infantil ou à política de creches. Não encontrei no site nenhuma resolução ou parecer. Obrigada;government
Gostaria de saber se há um prazo para resposta do MPOG ao pedido de concurso enviado em 2017. Caso sim, gostaria de saber qual é esse prazo, se já houve resposta e qual foi. Gostaria de saber também, se possível, a quantidade de vagas solicitadas para Analista Ambiental e para Técnico Administrativo Nível médio. Também gostaria de saber a quantidade de cargos de Analista Ambiental e de Técnicos Administrativos no estado de São Paulo especificamente e também no Brasil todo.;academic
Boa tarde! Encaminho esta mensagem com o intuito de me informar acerca da utilização do sistema de gestão por competência por parte. A UNIFESSPA utiliza o sistema? Quando foi implantado? Qual o responsável pela implantação e quais os meios de comunicação posso utilizar para me informar sobre este processo? Desde já agradeço.;government
"Prezados, considerando o contrato emergencial n28/2015, assinado em 20/7/2015, p[elo período de 180 dias, gostaria de cópia do quadro comparativo dos preços e condições mais vantajosas para a administração, que justifiquem a contratação, bem como do edital para a concorrência do próximo escritório. Ocorre que o não consta da resposta ao Pedido 99912000159201501 o ""quadro comparativo dos preços e condições vantajosas"". Conta apenas o cumprimento da resposta. Assim solicito o envio por email a totalidade da resposta acima.";private
Como atualmente mantemos contrato de serviço de outsourcing de impressão corporativa, estamos passando por algumas dificuldades em atender demandas que requerem uso dos equipamentos de impressão que estão instalados no parque, para customizar a aplicação e modelar processos no padrão BPMN para atender GED. Além disso, é percebido que o modelo de outsourcing contratado, onde se tem muito forte a impressão de documentos com gastos altos volumes de papel é ineficaz. Portanto, estamos em busca de contratações que tenham conseguido estruturar com eficiencia os serviços de outsourcing de reprografia, impressão e gestão eletronica de documentos.;government
Prezados (as), gostaria de solicitar o quantitativo de Cargos Vagos para do cargo Técnico em Assuntos Educacionais no âmbito do Instituto Federal de Educação Sudeste de Minas, bem como em quais campus estão lotados esses cargos vagos. Ainda quantos cargos de Técnicos em Assuntos Educacionais ativos existem em cada campus e se existem servidores ativos com probabilidade para se aponsentar dentro de dois anos, a contar da presente data. Obrigada;government
Prezados, Solicito a cópia do contrato nº 24860/2014 firmado entre a PETROLEO BRASILEIRO S.A. - PETROBRAS e a empresa GROM EQUIPAMENTOS ELETROMECANICOS LTDA CNPJ 40.184.699/0001-01. Favor enviar toda documentação pertinente a contratação: Contrato Assinado (e aditivos, se houver) e os respectivos documentos anexos, que contenham a: descrição detalhada do objeto contratado, a descrição detalhada dos serviços a serem executados, sua frequência e periodicidade, características e quantitativos previstos de pessoal, demonstrativo de formação de preço, histograma contratual, materiais e equipamentos a serem fornecidos e utilizados, procedimentos a serem seguidos, bem como quaisquer outras informações correlatas. Solicito que as informações sejam fornecidas em formato digital, quando disponíveis, conforme estabelece o artigo 11, parágrafo 5º da lei 12.527/2011. Desde já, agradeço pela atenção e peço deferimento.;academic
Prezados, Solicito, por gentileza, informar o atual Quadro de Referência dos Servidores Técnicos Administrativos da UNIFESP (Universidade Federal de São Paulo, referenciado o cargo TAE - ADMINISTRADOR, código 701001.Peço informar, se possível, a quantidade de cargos providos e vagos. Atenciosamente, Ricardo Gomes Lima.;government
boa tarde, cordiais saudações para um 2018 de prosperidade! O Mulheres do Brasil é um grupo de mulheres criado em outubro de 2013 com o objetivo de discutir temas ligados ao Brasil. Ele é composto por mulheres de vários segmentos que têm, em comum, o propósito de serem protagonistas na construção de um país melhor. Tem uma agenda propositiva com planos de ação para pensar e agir pensando no todo, por um país melhor. O grupo não tem partido, apenas levanta a bandeira de uma causa: o Brasil. Para nos conhecer melhor acesse http://grupomulheresdobrasil.com.br. Temos representação em diversos Estados da Federação e grupos para tratar temas específicos e, dentre eles a questão de gênero. Neste sentido, solicitamos informações acerca de projetos, programas, comitês e outras atividades com foco na igualdade de gênero que vossas senhorias estejam planejamento, executando, monitorando no âmbito da vossa instituição. grata pela atenção dispensada no aguardo atenciosamente Mônica Ferreira Dias;private
SOLICITO INFORMAÇÃO SOBRE ANDAMENTO DO PROCESSO Nº48610.00005/2018-03 PARA AUTORIZAÇAO DO EXERCICO DE ATIVIDACE DE REVENDA DE GLP DA EMPRESA J P AMORIM LTDA, INSC. NO CNPJ 02.895.940/0001-11;private
Informar: dos valores a cobrar pela Receita e Procuradoria dos contribuintes, quais são efetivamente recebiveis e quanto deste valor são devidos por contribuintes insolventes.;private
Bom dia, gostaria de saber aonde é possível obter a relação dos códigos de rede (MNC) das operadoras brasileiras.;private
Amparado no Decreto DECRETO Nº 9.373, DE 11 DE MAIO DE 2018 e visando subsidiar pesquisa, solicito as seguintes informações quanto aos bens móveis desse Ministério que sofreram processo de baixa patrimonial (Desfazimento), nas seguintes condições: Anos 2017 e 2018: -OCIOSO: QUANTIDADE- VALOR TOTAL- DESTINO DADO- -RECUPERÁVEL: QUANTIDADE- VALOR TOTAL- DESTINO DADO- -ANTIECONÔMICO: QUANTIDADE- VALOR TOTAL- DESTINO DADO- -IRRECUPERÁVEL: QUANTIDADE- VALOR TOTAL- DESTINO DADO-;government
Prezado (a), Solicitamos os seguintes dados/informações: 1 - Nome da Unidade Responsável pelo Arquivo/Gestão Documental do Órgão, 2 - Posição/subordinação hierárquica do setor de Arquivo (Organograma), 3 - Endereço físico do setor de Arquivo, 4 - Site do setor de Arquivo, 5 - Telefone e e-mail do Responsável pelo setor de Arquivo, 6 - Nome, formação e cargo do Responsável do setor de Arquivo.;government
"PREZADO (A) SENHOR (A) DIRETOR (A) DO DPRF, SOMOS ANALISTA EM INFRAESTRUTURA DE TRANSPORTES/ ENGENHEIRO DA SUPERINTENDÊNCIA REGIONAL DO DNIT NO ESTADO DO PARÁ - SR/DNIT-PA, SOMOS ESPECIALISTA EM ENGENHARIA DE TRÁFEGO E TRANSPORTES URBANOS, ESPECIALISTA MULTIDISCIPLINAR DE TRÂNSITO, ESPECIALISTA EM TRÂNSITO URBANO, ESPECIALISTA (MBA) EM GESTÃO PÚBLICA COM ÊNFASE EM PROJETOS (FGV) E TEMOS O CURSO INTERNACIONAL DE SEGURANÇA NO TRÂNSITO - VTI/SUÉCIA E ESTAMOS CONCLUINDO NESTE ANO DE 2017, A ESPECIALIZAÇÃO EM INFRAESTRUTURA DE TRANSPORTES DO INBEC, NESSE SENTIDO, VAMOS INICIAR O NOSSO TRABALHO DE CONCLUSÃO DO CURSO/ MONOGRAFIA E VAMOS TRATAR DO TEMA DE ""SEGURANÇA VIÁRIA"", SENDO QUE AINDA ESTAMOS DEFININDO O TEMA FINAL, PRIMEIRAMENTE ESTAMOS TRABALHANDO NO PROJETO INICIAL. NESSE ESPEQUE, SOLICITAMOS O ANUÁRIO ESTATÍSTICO DE 2014, 2015 E 2016 DE ACIDENTES DE TRÂNSITO NAS RODOVIAS FEDERAIS DO ESTADO DO PARÁ E INFORMAÇÕES COMPLETAS DE TODOS OS ACIDENTES OCORRIDOS E REGISTRADOS NA BR-316/PA, PARA TRABALHO DE PÓS-GRADUAÇÃO. SOLICITAMOS QUE NOS SEJAM DEVIDAMENTE ENCAMINHADOS, OS ANUÁRIOS ESTATÍSTICOS DOS ANOS DE 2014, 2015 E 2016, ATÉ MESMO PARA QUE POSSAMOS REALIZAR COMPARAÇÕES ENTRE OS MESMOS E PODERMOS FAZER ANÁLISE SOBRE POSSÍVEIS DIMINUIÇÕES E OU ACRÉSCIMOS DE REGISTROS DE ACIDENTES, BEM COMO PODERMOS IDENTIFICARMOS OS VERDADEIROS PONTOS CRÍTICOS DE ACIDENTES DE TRÂNSITO NAS RODOVIAS FEDERAIS DO ESTADO DO PARÁ. SOMOS SABEDORES POR EXEMPLO, QUE A RODOVIA FEDERAL BR-316/PA (TRECHO PARAENSE) SEMPRE ESTEVE NO RANKING DAS RODOVIAS MAIS PERIGOSAS DO BRASIL E COM ELEVADOS ÍNDICES DE ACIDENTES DE TRÂNSITO E CERTAMENTE, SERÁ UM DOS PRINCIPAIS ENFOQUES DO NOSSO TRABALHO. NESSE SENTIDO, PEDIMOS QUE AS INFORMAÇÕES SOLICITADAS, NOS SEJAM ENCAMINHADAS COM A MAIOR BREVIDADE POSSÍVEL. MEUS CONTATOS: (91)98803-2970 (91) 98102-1329 (91)3250-2624 (DNIT/PA) benedito.franca@dnit.gov.br OBRIGADO!!!";government
Em complemento a pedidos de informações registrados anteriormente, solicita-se informações acerca dos dois questionamentos a seguir: 1) Quanto tempo de existência possui o IFSul? Qual o ano de fundação? 2) Quantos arquivistas o IFSul possui em seu quadro de pessoal?;government
Visto que o concurso realizado por esta instituição para o cargo de Assistente em Administração está perto do final da vigência, venho respeitosamente consultar a possibilidade de aproveitamento dos aprovados no concurso: Edital 006/2016-CPCP - Cargos Técnico-Administrativos da UTFPR, para o cargo de Assistente em Administração, na cidade de Curitiba. Os 29 primeiros colocados no certame já foram nomeados para o cargo Assistente em Administração, na cidade de Curitiba. Os demais candidatos estão no aguardo de sua convocação. O resultado final que foi devidamente homologado e publicado no D.O.U do dia 17 de junho de 2016 na Seção 3, página 103. A presente consulta se faz em função do item 15.14 do referido edital em que: “15.14 Após o provimento das vagas, objeto deste Edital, as listas de candidatos remanescentes aprovados neste certame poderão ser utilizadas para eventuais nomeações, para posse e exercício, nos diversos campus da UTFPR ou por outras Instituições Federais de Ensino.” Dessa maneira, coloco-me à disposição para, havendo interesse da referida instituição, compor o quadro permanente da UFPR.;government
